2021-06-25 19:06:87 INFO  BasePage :34 - Launching Chrome Browser
2021-06-25 22:06:472 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //input[@placeholder='Post Code']]
2021-06-25 22:06:560 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[@type='submit']]
2021-06-25 22:06:915 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-25 22:06:642 INFO  OpenAccountPage :27 - Select name of existing customer from drop down [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //select[@id='userSelect']]
2021-06-25 22:06:979 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //select[@id='userSelect']]
2021-06-25 22:06:988 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> id: currency]
2021-06-25 22:06:380 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[contains(text(),'Process')]]
2021-06-25 22:06:833 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[@class='btn home']]
2021-06-25 22:06:123 INFO  HomePage :28 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-25 22:06:389 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //select[@id='userSelect']]
2021-06-25 22:06:76 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[contains(text(),'Login')]]
2021-06-25 22:06:434 INFO  AccountPage :45 - Clicking On Deposit Button :[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-25 22:06:843 INFO  AccountPage :51 - Entering Amount To Deposit : 100in deposit field : [[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //input[@placeholder='amount']]
2021-06-25 22:06:120 INFO  AccountPage :59 - Clicking on Deposit Button :[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 22:06:690 INFO  AccountPage :65 - Getting Deposit Successful Message :[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-25 22:06:475 INFO  AccountPage :72 - Clicking On Withdrawal Tab :[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[contains(text(),'Withdrawl')]]
2021-06-25 22:06:243 INFO  AccountPage :78 - Entering Amount To Withdrawal :50in withdrawal field :[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //input[@placeholder='amount']]
2021-06-25 22:06:981 INFO  AccountPage :85 - Clicking On Withdraw feature :[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //button[@class='btn btn-default']]
2021-06-25 22:06:49 INFO  AccountPage :90 - Getting transaction text :[[ChromeDriver: chrome on WINDOWS (531577331837c9d4f27e5122f97497c6)] -> xpath: //span[contains(text(),'Transaction successful')]]
2021-06-28 21:06:345 INFO  BasePage :34 - Launching Chrome Browser
2021-06-28 21:06:373 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:773 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:569 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:814 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:45 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 21:06:655 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[@type='submit']]
2021-06-28 21:06:908 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 21:06:586 INFO  OpenAccountPage :27 - Select name of existing customer from drop down [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:796 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:785 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> id: currency]
2021-06-28 21:06:84 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 21:06:332 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:478 INFO  HomePage :28 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 21:06:23 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:319 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 21:06:955 INFO  CustomerLoginPage :35 - Verify Logout Tab displayed [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:986 INFO  CustomerLoginPage :51 - Verify Log out text [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:191 INFO  CustomerLoginPage :41 - Clicking on Log out button [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:311 INFO  CustomerLoginPage :46 - Verify text displayed        ---Your Name---
 
       Hermoine Granger
Harry Potter
Ron Weasly
Albus Dumbledore
Neville Longbottom
Virat Jani
     
2021-06-28 21:06:348 INFO  CustomerLoginPage :57 - Verify your name text [[ChromeDriver: chrome on WINDOWS (047a25f68a2a7f6e23b8fb71674f7ceb)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-28 21:06:375 INFO  BasePage :34 - Launching Chrome Browser
2021-06-28 21:06:14 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:274 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:93 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:329 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:587 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 21:06:659 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[@type='submit']]
2021-06-28 21:06:904 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 21:06:601 INFO  OpenAccountPage :27 - Select name of existing customer from drop down [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:839 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:719 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> id: currency]
2021-06-28 21:06:994 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 21:06:308 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:453 INFO  HomePage :28 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 21:06:995 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:294 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 21:06:922 INFO  CustomerLoginPage :35 - Verify Logout Tab displayed [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:956 INFO  CustomerLoginPage :51 - Verify Log out text [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:127 INFO  CustomerLoginPage :41 - Clicking on Log out button [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:244 INFO  CustomerLoginPage :46 - Verify text displayed        ---Your Name---
 
       Hermoine Granger
Harry Potter
Ron Weasly
Albus Dumbledore
Neville Longbottom
Virat Jani
     
2021-06-28 21:06:279 INFO  CustomerLoginPage :57 - Verify your name text [[ChromeDriver: chrome on WINDOWS (a4c5a0a86de080bac3ac7af3c2907630)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-28 21:06:851 INFO  BasePage :34 - Launching Chrome Browser
2021-06-28 21:06:09 INFO  HomePage :35 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:529 INFO  BankManagerLoginPage :24 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:24 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:232 INFO  AddCustomerPage :34 - Entering last name : Jani to last name field : [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:447 INFO  AddCustomerPage :40 - Entering post code: nw9 9hn to post code field : [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 21:06:493 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[@type='submit']]
2021-06-28 21:06:695 INFO  BankManagerLoginPage :30 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 21:06:415 INFO  OpenAccountPage :27 - Select name of existing customer from drop down [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:637 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:462 INFO  OpenAccountPage :40 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> id: currency]
2021-06-28 21:06:733 INFO  OpenAccountPage :46 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 21:06:61 INFO  HomePage :42 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:200 INFO  HomePage :28 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 21:06:382 INFO  OpenAccountPage :33 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:750 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 21:06:46 INFO  AccountPage :45 - Clicking On Deposit Button :[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-28 21:06:324 INFO  AccountPage :51 - Entering Amount To Deposit : 100in deposit field : [[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //input[@placeholder='amount']]
2021-06-28 21:06:465 INFO  AccountPage :59 - Clicking on Deposit Button :[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[@class='btn btn-default']]
2021-06-28 21:06:11 INFO  AccountPage :65 - Getting Deposit Successful Message :[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-28 21:06:701 INFO  AccountPage :72 - Clicking On Withdrawal Tab :[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[contains(text(),'Withdrawl')]]
2021-06-28 21:06:335 INFO  AccountPage :78 - Entering Amount To Withdrawal :50in withdrawal field :[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //input[@placeholder='amount']]
2021-06-28 21:06:973 INFO  AccountPage :85 - Clicking On Withdraw feature :[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //button[@class='btn btn-default']]
2021-06-28 21:06:04 INFO  AccountPage :90 - Getting transaction text :[[ChromeDriver: chrome on WINDOWS (d5aa052f97b7e5574a1b0953c5d3f138)] -> xpath: //span[contains(text(),'Transaction successful')]]
